Date;Annee;Heure;Mois;Jours;Prix
2021-03-26;2021;18;March;Friday;61,79
2021-03-26;2021;19;March;Friday;69,01
2021-03-26;2021;20;March;Friday;64,3
2021-03-26;2021;21;March;Friday;57,39
2021-03-26;2021;22;March;Friday;53,33
2021-03-26;2021;23;March;Friday;53,99
2021-03-27;2021;0;March;Saturday;43
2021-03-27;2021;1;March;Saturday;38,09
2021-03-27;2021;2;March;Saturday;36
2021-03-27;2021;3;March;Saturday;34,4
2021-03-27;2021;4;March;Saturday;30,45
2021-03-27;2021;5;March;Saturday;34,21
2021-03-27;2021;6;March;Saturday;34,43
2021-03-27;2021;7;March;Saturday;31,24
2021-03-27;2021;8;March;Saturday;26,5
2021-03-27;2021;9;March;Saturday;34,2
2021-03-27;2021;10;March;Saturday;11,92
2021-03-27;2021;11;March;Saturday;11,14
2021-03-27;2021;12;March;Saturday;39,93
2021-03-27;2021;13;March;Saturday;22,27
2021-03-27;2021;14;March;Saturday;20,11
2021-03-27;2021;15;March;Saturday;9,69
2021-03-27;2021;16;March;Saturday;24,56
2021-03-27;2021;17;March;Saturday;42,4
2021-03-27;2021;18;March;Saturday;57,5
2021-03-27;2021;19;March;Saturday;66,1
2021-03-27;2021;20;March;Saturday;65
2021-03-27;2021;21;March;Saturday;56,9
2021-03-27;2021;22;March;Saturday;53
2021-03-27;2021;23;March;Saturday;50,1
2021-03-28;2021;0;March;Sunday;47,41
2021-03-28;2021;1;March;Sunday;38,62
2021-03-28;2021;3;March;Sunday;35,43
2021-03-28;2021;4;March;Sunday;35
2021-03-28;2021;5;March;Sunday;35,07
2021-03-28;2021;6;March;Sunday;36,07
2021-03-28;2021;7;March;Sunday;39,87
2021-03-28;2021;8;March;Sunday;44,44
2021-03-28;2021;9;March;Sunday;35,43
2021-03-28;2021;10;March;Sunday;24,67
2021-03-28;2021;11;March;Sunday;10,49
2021-03-28;2021;12;March;Sunday;20,27
2021-03-28;2021;13;March;Sunday;0,04
2021-03-28;2021;14;March;Sunday;-21,67
2021-03-28;2021;15;March;Sunday;-24,61
2021-03-28;2021;16;March;Sunday;-9,16
2021-03-28;2021;17;March;Sunday;7,25
2021-03-28;2021;18;March;Sunday;35,92
2021-03-28;2021;19;March;Sunday;50,37
2021-03-28;2021;20;March;Sunday;55,4
2021-03-28;2021;21;March;Sunday;55,75
2021-03-28;2021;22;March;Sunday;53,75
2021-03-28;2021;23;March;Sunday;45,38
2021-03-29;2021;0;March;Monday;28,4
2021-03-29;2021;1;March;Monday;28,25
2021-03-29;2021;2;March;Monday;23,53
2021-03-29;2021;3;March;Monday;23,83
2021-03-29;2021;4;March;Monday;24,46
2021-03-29;2021;5;March;Monday;36,4
2021-03-29;2021;6;March;Monday;52,42
2021-03-29;2021;7;March;Monday;67,25
2021-03-29;2021;8;March;Monday;71,01
2021-03-29;2021;9;March;Monday;67,6
2021-03-29;2021;10;March;Monday;60
2021-03-29;2021;11;March;Monday;53,11
2021-03-29;2021;12;March;Monday;49,79
2021-03-29;2021;13;March;Monday;37
2021-03-29;2021;14;March;Monday;27,2
2021-03-29;2021;15;March;Monday;19,69
2021-03-29;2021;16;March;Monday;22,94
2021-03-29;2021;17;March;Monday;39,75
2021-03-29;2021;18;March;Monday;57,68
2021-03-29;2021;19;March;Monday;67,63
2021-03-29;2021;20;March;Monday;68,15
2021-03-29;2021;21;March;Monday;64,02
2021-03-29;2021;22;March;Monday;59,18
2021-03-29;2021;23;March;Monday;56
2021-03-30;2021;0;March;Tuesday;47,08
2021-03-30;2021;1;March;Tuesday;46,46
2021-03-30;2021;2;March;Tuesday;44,65
2021-03-30;2021;3;March;Tuesday;45,59
2021-03-30;2021;4;March;Tuesday;46,27
2021-03-30;2021;5;March;Tuesday;53,22
2021-03-30;2021;6;March;Tuesday;65,09
2021-03-30;2021;7;March;Tuesday;78,22
2021-03-30;2021;8;March;Tuesday;76,73
2021-03-30;2021;9;March;Tuesday;64,63
2021-03-30;2021;10;March;Tuesday;56,68
2021-03-30;2021;11;March;Tuesday;48,95
2021-03-30;2021;12;March;Tuesday;45,29
2021-03-30;2021;13;March;Tuesday;42,83
2021-03-30;2021;14;March;Tuesday;39,89
2021-03-30;2021;15;March;Tuesday;39,78
2021-03-30;2021;16;March;Tuesday;41,79
2021-03-30;2021;17;March;Tuesday;50,07
2021-03-30;2021;18;March;Tuesday;62,89
2021-03-30;2021;19;March;Tuesday;73,03
2021-03-30;2021;20;March;Tuesday;77,01
2021-03-30;2021;21;March;Tuesday;66,13
2021-03-30;2021;22;March;Tuesday;60,14
2021-03-30;2021;23;March;Tuesday;57,53
2021-03-31;2021;0;March;Wednesday;56,58
2021-03-31;2021;1;March;Wednesday;50,97
2021-03-31;2021;2;March;Wednesday;50
2021-03-31;2021;3;March;Wednesday;49,18
2021-03-31;2021;4;March;Wednesday;48,33
2021-03-31;2021;5;March;Wednesday;53,54
2021-03-31;2021;6;March;Wednesday;63,51
2021-03-31;2021;7;March;Wednesday;75,11
2021-03-31;2021;8;March;Wednesday;76,39
2021-03-31;2021;9;March;Wednesday;65,98
2021-03-31;2021;10;March;Wednesday;56,81
2021-03-31;2021;11;March;Wednesday;50,71
2021-03-31;2021;12;March;Wednesday;49
2021-03-31;2021;13;March;Wednesday;46,66
2021-03-31;2021;14;March;Wednesday;43,09
2021-03-31;2021;15;March;Wednesday;43,92
2021-03-31;2021;16;March;Wednesday;46,79
2021-03-31;2021;17;March;Wednesday;51,32
2021-03-31;2021;18;March;Wednesday;64,77
2021-03-31;2021;19;March;Wednesday;66,82
2021-03-31;2021;20;March;Wednesday;74,58
2021-03-31;2021;21;March;Wednesday;66,15
2021-03-31;2021;22;March;Wednesday;62,9
2021-03-31;2021;23;March;Wednesday;55,92
2021-04-01;2021;0;April;Thursday;54,38
2021-04-01;2021;1;April;Thursday;47,82
2021-04-01;2021;2;April;Thursday;45,1
2021-04-01;2021;3;April;Thursday;44,17
2021-04-01;2021;4;April;Thursday;42,88
2021-04-01;2021;5;April;Thursday;45,7
2021-04-01;2021;6;April;Thursday;56,77
2021-04-01;2021;7;April;Thursday;70,97
2021-04-01;2021;8;April;Thursday;67
2021-04-01;2021;9;April;Thursday;61,16
2021-04-01;2021;10;April;Thursday;55
2021-04-01;2021;11;April;Thursday;50,12
2021-04-01;2021;12;April;Thursday;47,24
2021-04-01;2021;13;April;Thursday;43,23
2021-04-01;2021;14;April;Thursday;41,67
2021-04-01;2021;15;April;Thursday;40,53
2021-04-01;2021;16;April;Thursday;42,99
2021-04-01;2021;17;April;Thursday;49,35
2021-04-01;2021;18;April;Thursday;57,19
2021-04-01;2021;19;April;Thursday;62,26
2021-04-01;2021;20;April;Thursday;66,41
2021-04-01;2021;21;April;Thursday;61,28
2021-04-01;2021;22;April;Thursday;58,83
2021-04-01;2021;23;April;Thursday;54,82
2021-04-02;2021;0;April;Friday;54,24
2021-04-02;2021;1;April;Friday;49,77
2021-04-02;2021;2;April;Friday;47
2021-04-02;2021;3;April;Friday;43,7
2021-04-02;2021;4;April;Friday;43,96
2021-04-02;2021;5;April;Friday;47,17
2021-04-02;2021;6;April;Friday;53,52
2021-04-02;2021;7;April;Friday;60,24
2021-04-02;2021;8;April;Friday;60,67
2021-04-02;2021;9;April;Friday;56,25
2021-04-02;2021;10;April;Friday;46,3
2021-04-02;2021;11;April;Friday;44,25
2021-04-02;2021;12;April;Friday;44,74
2021-04-02;2021;13;April;Friday;22,84
2021-04-02;2021;14;April;Friday;13,53
2021-04-02;2021;15;April;Friday;4,3
2021-04-02;2021;16;April;Friday;2,39
2021-04-02;2021;17;April;Friday;21,74
2021-04-02;2021;18;April;Friday;42
2021-04-02;2021;19;April;Friday;49,72
2021-04-02;2021;20;April;Friday;50,74
2021-04-02;2021;21;April;Friday;45
2021-04-02;2021;22;April;Friday;45
2021-04-02;2021;23;April;Friday;43,37
2021-04-03;2021;0;April;Saturday;42,01
2021-04-03;2021;1;April;Saturday;38,4
2021-04-03;2021;2;April;Saturday;37,51
2021-04-03;2021;3;April;Saturday;37,23
2021-04-03;2021;4;April;Saturday;37,1
2021-04-03;2021;5;April;Saturday;37,68
2021-04-03;2021;6;April;Saturday;40,1
2021-04-03;2021;7;April;Saturday;42,01
2021-04-03;2021;8;April;Saturday;45,88
2021-04-03;2021;9;April;Saturday;47,14
2021-04-03;2021;10;April;Saturday;41,08
2021-04-03;2021;11;April;Saturday;37,15
2021-04-03;2021;12;April;Saturday;33,89
2021-04-03;2021;13;April;Saturday;23,7
2021-04-03;2021;14;April;Saturday;16,79
2021-04-03;2021;15;April;Saturday;9,17
2021-04-03;2021;16;April;Saturday;3
2021-04-03;2021;17;April;Saturday;7,93
2021-04-03;2021;18;April;Saturday;22,69
2021-04-03;2021;19;April;Saturday;38,48
2021-04-03;2021;20;April;Saturday;47,97
2021-04-03;2021;21;April;Saturday;53,2
2021-04-03;2021;22;April;Saturday;51,48
2021-04-03;2021;23;April;Saturday;48,44
2021-04-04;2021;0;April;Sunday;47,46
2021-04-04;2021;1;April;Sunday;35,99
2021-04-04;2021;2;April;Sunday;39,83
2021-04-04;2021;3;April;Sunday;38,84
2021-04-04;2021;4;April;Sunday;31,3
2021-04-04;2021;5;April;Sunday;31,85
2021-04-04;2021;6;April;Sunday;36,81
2021-04-04;2021;7;April;Sunday;38,43
2021-04-04;2021;8;April;Sunday;39,53
2021-04-04;2021;9;April;Sunday;35,99
2021-04-04;2021;10;April;Sunday;24,61
2021-04-04;2021;11;April;Sunday;20,1
2021-04-04;2021;12;April;Sunday;20
2021-04-04;2021;13;April;Sunday;8
2021-04-04;2021;14;April;Sunday;2,02
2021-04-04;2021;15;April;Sunday;0,1
2021-04-04;2021;16;April;Sunday;1,01
2021-04-04;2021;17;April;Sunday;7,18
2021-04-04;2021;18;April;Sunday;31,01
2021-04-04;2021;19;April;Sunday;39,87
2021-04-04;2021;20;April;Sunday;47,45
2021-04-04;2021;21;April;Sunday;40,5
2021-04-04;2021;22;April;Sunday;43,04
2021-04-04;2021;23;April;Sunday;39,97
2021-04-05;2021;0;April;Monday;21,61
2021-04-05;2021;1;April;Monday;30,36
2021-04-05;2021;2;April;Monday;26,71
2021-04-05;2021;3;April;Monday;14,34
2021-04-05;2021;4;April;Monday;9,3
2021-04-05;2021;5;April;Monday;13,36
2021-04-05;2021;6;April;Monday;23,75
2021-04-05;2021;7;April;Monday;37,93
2021-04-05;2021;8;April;Monday;48,46
2021-04-05;2021;9;April;Monday;39,16
2021-04-05;2021;10;April;Monday;22,96
2021-04-05;2021;11;April;Monday;11,81
2021-04-05;2021;12;April;Monday;16,62
2021-04-05;2021;13;April;Monday;10,75
2021-04-05;2021;14;April;Monday;2,86
2021-04-05;2021;15;April;Monday;0,7
2021-04-05;2021;16;April;Monday;2,32
2021-04-05;2021;17;April;Monday;7,37
2021-04-05;2021;18;April;Monday;27,11
2021-04-05;2021;19;April;Monday;46,78
2021-04-05;2021;20;April;Monday;53,32
2021-04-05;2021;21;April;Monday;60,68
2021-04-05;2021;22;April;Monday;58,16
2021-04-05;2021;23;April;Monday;57,1
2021-04-06;2021;0;April;Tuesday;58
2021-04-06;2021;1;April;Tuesday;50,28
2021-04-06;2021;2;April;Tuesday;48,13
2021-04-06;2021;3;April;Tuesday;44
2021-04-06;2021;4;April;Tuesday;43,93
2021-04-06;2021;5;April;Tuesday;48,3
2021-04-06;2021;6;April;Tuesday;58,02
2021-04-06;2021;7;April;Tuesday;67
2021-04-06;2021;8;April;Tuesday;75,7
2021-04-06;2021;9;April;Tuesday;72,62
2021-04-06;2021;10;April;Tuesday;69,58
2021-04-06;2021;11;April;Tuesday;67,89
2021-04-06;2021;12;April;Tuesday;65,65
2021-04-06;2021;13;April;Tuesday;63,91
2021-04-06;2021;14;April;Tuesday;53,97
2021-04-06;2021;15;April;Tuesday;47,49
2021-04-06;2021;16;April;Tuesday;44,94
2021-04-06;2021;17;April;Tuesday;43,93
2021-04-06;2021;18;April;Tuesday;52,58
2021-04-06;2021;19;April;Tuesday;66,51
2021-04-06;2021;20;April;Tuesday;71,44
2021-04-06;2021;21;April;Tuesday;66,76
2021-04-06;2021;22;April;Tuesday;62,97
2021-04-06;2021;23;April;Tuesday;60,72
2021-04-07;2021;0;April;Wednesday;74,27
2021-04-07;2021;1;April;Wednesday;64,85
2021-04-07;2021;2;April;Wednesday;62,36
2021-04-07;2021;3;April;Wednesday;59,59
2021-04-07;2021;4;April;Wednesday;58
2021-04-07;2021;5;April;Wednesday;60,93
2021-04-07;2021;6;April;Wednesday;86,7
2021-04-07;2021;7;April;Wednesday;86,62
2021-04-07;2021;8;April;Wednesday;92,56
2021-04-07;2021;9;April;Wednesday;85,05
2021-04-07;2021;10;April;Wednesday;68,49
2021-04-07;2021;11;April;Wednesday;63
2021-04-07;2021;12;April;Wednesday;64,84
2021-04-07;2021;13;April;Wednesday;65,03
2021-04-07;2021;14;April;Wednesday;65,09
2021-04-07;2021;15;April;Wednesday;64,03
2021-04-07;2021;16;April;Wednesday;62,24
2021-04-07;2021;17;April;Wednesday;64,24
2021-04-07;2021;18;April;Wednesday;66,06
2021-04-07;2021;19;April;Wednesday;76,35
2021-04-07;2021;20;April;Wednesday;82,91
2021-04-07;2021;21;April;Wednesday;86,99
2021-04-07;2021;22;April;Wednesday;82,24
2021-04-07;2021;23;April;Wednesday;163,77
2021-04-08;2021;0;April;Thursday;72,53
2021-04-08;2021;1;April;Thursday;66,58
2021-04-08;2021;2;April;Thursday;65
2021-04-08;2021;3;April;Thursday;63,18
2021-04-08;2021;4;April;Thursday;61,9
2021-04-08;2021;5;April;Thursday;65,62
2021-04-08;2021;6;April;Thursday;71,34
2021-04-08;2021;7;April;Thursday;87,74
2021-04-08;2021;8;April;Thursday;99,26
2021-04-08;2021;9;April;Thursday;84,11
2021-04-08;2021;10;April;Thursday;74,52
2021-04-08;2021;11;April;Thursday;70
2021-04-08;2021;12;April;Thursday;67,4
2021-04-08;2021;13;April;Thursday;66,09
2021-04-08;2021;14;April;Thursday;63,44
2021-04-08;2021;15;April;Thursday;60,02
2021-04-08;2021;16;April;Thursday;57
2021-04-08;2021;17;April;Thursday;62,36
2021-04-08;2021;18;April;Thursday;70,22
2021-04-08;2021;19;April;Thursday;81,87
2021-04-08;2021;20;April;Thursday;83,16
2021-04-08;2021;21;April;Thursday;79,3
2021-04-08;2021;22;April;Thursday;73,97
2021-04-08;2021;23;April;Thursday;69,61
2021-04-09;2021;0;April;Friday;73,36
2021-04-09;2021;1;April;Friday;69,98
2021-04-09;2021;2;April;Friday;68,77
2021-04-09;2021;3;April;Friday;67,97
2021-04-09;2021;4;April;Friday;65,35
2021-04-09;2021;5;April;Friday;71,37
2021-04-09;2021;6;April;Friday;79,46
2021-04-09;2021;7;April;Friday;82,02
2021-04-09;2021;8;April;Friday;84,23
2021-04-09;2021;9;April;Friday;86,48
2021-04-09;2021;10;April;Friday;80,27
2021-04-09;2021;11;April;Friday;73,97
2021-04-09;2021;12;April;Friday;70,79
2021-04-09;2021;13;April;Friday;65,13
2021-04-09;2021;14;April;Friday;62,36
2021-04-09;2021;15;April;Friday;61,16
2021-04-09;2021;16;April;Friday;58,12
2021-04-09;2021;17;April;Friday;63,93
2021-04-09;2021;18;April;Friday;70,68
2021-04-09;2021;19;April;Friday;83
2021-04-09;2021;20;April;Friday;84,9
2021-04-09;2021;21;April;Friday;76,51
2021-04-09;2021;22;April;Friday;73,25
2021-04-09;2021;23;April;Friday;70,01
2021-04-10;2021;0;April;Saturday;66,02
2021-04-10;2021;1;April;Saturday;61,21
2021-04-10;2021;2;April;Saturday;58,02
2021-04-10;2021;3;April;Saturday;55,56
2021-04-10;2021;4;April;Saturday;52,39
2021-04-10;2021;5;April;Saturday;54,04
2021-04-10;2021;6;April;Saturday;59,03
2021-04-10;2021;7;April;Saturday;59,62
2021-04-10;2021;8;April;Saturday;66,2
2021-04-10;2021;9;April;Saturday;69,19
2021-04-10;2021;10;April;Saturday;64,51
2021-04-10;2021;11;April;Saturday;61,21
2021-04-10;2021;12;April;Saturday;59,37
2021-04-10;2021;13;April;Saturday;52,5
2021-04-10;2021;14;April;Saturday;50,08
2021-04-10;2021;15;April;Saturday;50,01
2021-04-10;2021;16;April;Saturday;52,04
2021-04-10;2021;17;April;Saturday;59,84
2021-04-10;2021;18;April;Saturday;65,7
2021-04-10;2021;19;April;Saturday;69,24
2021-04-10;2021;20;April;Saturday;68,92
2021-04-10;2021;21;April;Saturday;62,69
2021-04-10;2021;22;April;Saturday;57,72
2021-04-10;2021;23;April;Saturday;55,98
2021-04-11;2021;0;April;Sunday;59,18
2021-04-11;2021;1;April;Sunday;50,01
2021-04-11;2021;2;April;Sunday;57,21
2021-04-11;2021;3;April;Sunday;53,75
2021-04-11;2021;4;April;Sunday;50,24
2021-04-11;2021;5;April;Sunday;50,97
2021-04-11;2021;6;April;Sunday;51,81
2021-04-11;2021;7;April;Sunday;49,4
2021-04-11;2021;8;April;Sunday;52,91
2021-04-11;2021;9;April;Sunday;55,35
2021-04-11;2021;10;April;Sunday;56,54
2021-04-11;2021;11;April;Sunday;53,2
2021-04-11;2021;12;April;Sunday;53,23
2021-04-11;2021;13;April;Sunday;45,9
2021-04-11;2021;14;April;Sunday;41,92
2021-04-11;2021;15;April;Sunday;41,29
2021-04-11;2021;16;April;Sunday;42
2021-04-11;2021;17;April;Sunday;44,36
2021-04-11;2021;18;April;Sunday;48,2
2021-04-11;2021;19;April;Sunday;62,04
2021-04-11;2021;20;April;Sunday;67,24
2021-04-11;2021;21;April;Sunday;67,2
2021-04-11;2021;22;April;Sunday;63,85
2021-04-11;2021;23;April;Sunday;62,36
2021-04-12;2021;0;April;Monday;62,81
2021-04-12;2021;1;April;Monday;56,86
2021-04-12;2021;2;April;Monday;55,99
2021-04-12;2021;3;April;Monday;53,73
2021-04-12;2021;4;April;Monday;53,95
2021-04-12;2021;5;April;Monday;61,94
2021-04-12;2021;6;April;Monday;74,4
2021-04-12;2021;7;April;Monday;85,86
2021-04-12;2021;8;April;Monday;102,77
2021-04-12;2021;9;April;Monday;99
2021-04-12;2021;10;April;Monday;86,25
2021-04-12;2021;11;April;Monday;86,83
2021-04-12;2021;12;April;Monday;81,15
2021-04-12;2021;13;April;Monday;74,38
2021-04-12;2021;14;April;Monday;61,16
2021-04-12;2021;15;April;Monday;58,97
2021-04-12;2021;16;April;Monday;58,02
2021-04-12;2021;17;April;Monday;61,07
2021-04-12;2021;18;April;Monday;70,72
2021-04-12;2021;19;April;Monday;80
2021-04-12;2021;20;April;Monday;80,1
2021-04-12;2021;21;April;Monday;78
2021-04-12;2021;22;April;Monday;72,94
2021-04-12;2021;23;April;Monday;71,43
2021-04-13;2021;0;April;Tuesday;76,48
2021-04-13;2021;1;April;Tuesday;72,07
2021-04-13;2021;2;April;Tuesday;69,14
2021-04-13;2021;3;April;Tuesday;68,99
2021-04-13;2021;4;April;Tuesday;66
2021-04-13;2021;5;April;Tuesday;71,73
2021-04-13;2021;6;April;Tuesday;80,85
2021-04-13;2021;7;April;Tuesday;103,15
2021-04-13;2021;8;April;Tuesday;162,89
2021-04-13;2021;9;April;Tuesday;142,98
2021-04-13;2021;10;April;Tuesday;105
2021-04-13;2021;11;April;Tuesday;85,85
2021-04-13;2021;12;April;Tuesday;78
2021-04-13;2021;13;April;Tuesday;72
2021-04-13;2021;14;April;Tuesday;66
2021-04-13;2021;15;April;Tuesday;62,36
2021-04-13;2021;16;April;Tuesday;62,36
2021-04-13;2021;17;April;Tuesday;65,97
2021-04-13;2021;18;April;Tuesday;74,32
2021-04-13;2021;19;April;Tuesday;85,85
2021-04-13;2021;20;April;Tuesday;88,32
2021-04-13;2021;21;April;Tuesday;86,72
2021-04-13;2021;22;April;Tuesday;80,76
2021-04-13;2021;23;April;Tuesday;78,98
2021-04-14;2021;0;April;Wednesday;78
2021-04-14;2021;1;April;Wednesday;72
2021-04-14;2021;2;April;Wednesday;70,45
2021-04-14;2021;3;April;Wednesday;69,05
2021-04-14;2021;4;April;Wednesday;68
2021-04-14;2021;5;April;Wednesday;70,66
2021-04-14;2021;6;April;Wednesday;88,45
2021-04-14;2021;7;April;Wednesday;118,52
2021-04-14;2021;8;April;Wednesday;125
2021-04-14;2021;9;April;Wednesday;104,28
2021-04-14;2021;10;April;Wednesday;89,02
2021-04-14;2021;11;April;Wednesday;77,69
2021-04-14;2021;12;April;Wednesday;72,31
2021-04-14;2021;13;April;Wednesday;67,97
2021-04-14;2021;14;April;Wednesday;66,1
2021-04-14;2021;15;April;Wednesday;61,97
2021-04-14;2021;16;April;Wednesday;62,23
2021-04-14;2021;17;April;Wednesday;65,96
2021-04-14;2021;18;April;Wednesday;73,19
2021-04-14;2021;19;April;Wednesday;97,45
2021-04-14;2021;20;April;Wednesday;100
2021-04-14;2021;21;April;Wednesday;85,62
2021-04-14;2021;22;April;Wednesday;77,62
2021-04-14;2021;23;April;Wednesday;74,2
2021-04-15;2021;0;April;Thursday;68,27
2021-04-15;2021;1;April;Thursday;63,38
2021-04-15;2021;2;April;Thursday;64,78
2021-04-15;2021;3;April;Thursday;59,71
2021-04-15;2021;4;April;Thursday;61,16
2021-04-15;2021;5;April;Thursday;65,81
2021-04-15;2021;6;April;Thursday;82,9
2021-04-15;2021;7;April;Thursday;105,05
2021-04-15;2021;8;April;Thursday;118
2021-04-15;2021;9;April;Thursday;99,8
2021-04-15;2021;10;April;Thursday;82
2021-04-15;2021;11;April;Thursday;75,16
2021-04-15;2021;12;April;Thursday;70,67
2021-04-15;2021;13;April;Thursday;69
2021-04-15;2021;14;April;Thursday;63,72
2021-04-15;2021;15;April;Thursday;60,55
2021-04-15;2021;16;April;Thursday;57,77
2021-04-15;2021;17;April;Thursday;61,18
2021-04-15;2021;18;April;Thursday;70,14
2021-04-15;2021;19;April;Thursday;82,89
2021-04-15;2021;20;April;Thursday;82,9
2021-04-15;2021;21;April;Thursday;78
2021-04-15;2021;22;April;Thursday;72,25
2021-04-15;2021;23;April;Thursday;68,58
2021-04-16;2021;0;April;Friday;74,52
2021-04-16;2021;1;April;Friday;69,13
2021-04-16;2021;2;April;Friday;68,07
2021-04-16;2021;3;April;Friday;65,87
2021-04-16;2021;4;April;Friday;62,57
2021-04-16;2021;5;April;Friday;64,75
2021-04-16;2021;6;April;Friday;72,4
2021-04-16;2021;7;April;Friday;86,09
2021-04-16;2021;8;April;Friday;96,1
2021-04-16;2021;9;April;Friday;88,96
2021-04-16;2021;10;April;Friday;76,29
2021-04-16;2021;11;April;Friday;72,01
2021-04-16;2021;12;April;Friday;69,7
2021-04-16;2021;13;April;Friday;62,36
2021-04-16;2021;14;April;Friday;60,57
2021-04-16;2021;15;April;Friday;59
2021-04-16;2021;16;April;Friday;53,66
2021-04-16;2021;17;April;Friday;57,94
2021-04-16;2021;18;April;Friday;68,09
2021-04-16;2021;19;April;Friday;80,1
2021-04-16;2021;20;April;Friday;78,52
2021-04-16;2021;21;April;Friday;80
2021-04-16;2021;22;April;Friday;73,94
2021-04-16;2021;23;April;Friday;73,45
2021-04-17;2021;0;April;Saturday;72,04
2021-04-17;2021;1;April;Saturday;65,99
2021-04-17;2021;2;April;Saturday;63,66
2021-04-17;2021;3;April;Saturday;60,75
2021-04-17;2021;4;April;Saturday;58,4
2021-04-17;2021;5;April;Saturday;59,17
2021-04-17;2021;6;April;Saturday;65,57
2021-04-17;2021;7;April;Saturday;68,2
2021-04-17;2021;8;April;Saturday;73,45
2021-04-17;2021;9;April;Saturday;72,94
2021-04-17;2021;10;April;Saturday;62,58
2021-04-17;2021;11;April;Saturday;60,57
2021-04-17;2021;12;April;Saturday;62,36
2021-04-17;2021;13;April;Saturday;55,77
2021-04-17;2021;14;April;Saturday;52,07
2021-04-17;2021;15;April;Saturday;50,77
2021-04-17;2021;16;April;Saturday;50,72
2021-04-17;2021;17;April;Saturday;53,49
2021-04-17;2021;18;April;Saturday;59,98
2021-04-17;2021;19;April;Saturday;74,48
2021-04-17;2021;20;April;Saturday;78,47
2021-04-17;2021;21;April;Saturday;77,59
2021-04-17;2021;22;April;Saturday;75,63
2021-04-17;2021;23;April;Saturday;72,34
2021-04-18;2021;0;April;Sunday;72,81
2021-04-18;2021;1;April;Sunday;65,53
2021-04-18;2021;2;April;Sunday;64,77
2021-04-18;2021;3;April;Sunday;62,1
2021-04-18;2021;4;April;Sunday;61,02
2021-04-18;2021;5;April;Sunday;60,57
2021-04-18;2021;6;April;Sunday;60,54
2021-04-18;2021;7;April;Sunday;62,62
2021-04-18;2021;8;April;Sunday;64,52
2021-04-18;2021;9;April;Sunday;63,57
2021-04-18;2021;10;April;Sunday;60,01
2021-04-18;2021;11;April;Sunday;59,35
2021-04-18;2021;12;April;Sunday;59,87
2021-04-18;2021;13;April;Sunday;54,89
2021-04-18;2021;14;April;Sunday;51,61
2021-04-18;2021;15;April;Sunday;51,35
2021-04-18;2021;16;April;Sunday;51,34
2021-04-18;2021;17;April;Sunday;54,55
2021-04-18;2021;18;April;Sunday;64,99
2021-04-18;2021;19;April;Sunday;76,08
2021-04-18;2021;20;April;Sunday;80,93
2021-04-18;2021;21;April;Sunday;81
2021-04-18;2021;22;April;Sunday;79,57
2021-04-18;2021;23;April;Sunday;80,31
2021-04-19;2021;0;April;Monday;74,41
2021-04-19;2021;1;April;Monday;69,97
2021-04-19;2021;2;April;Monday;69,98
2021-04-19;2021;3;April;Monday;67,35
2021-04-19;2021;4;April;Monday;68,04
2021-04-19;2021;5;April;Monday;70,36
2021-04-19;2021;6;April;Monday;84,9
2021-04-19;2021;7;April;Monday;98,66
2021-04-19;2021;8;April;Monday;117,18
2021-04-19;2021;9;April;Monday;102,78
2021-04-19;2021;10;April;Monday;89,19
2021-04-19;2021;11;April;Monday;85,35
2021-04-19;2021;12;April;Monday;80,72
2021-04-19;2021;13;April;Monday;78,04
2021-04-19;2021;14;April;Monday;74
2021-04-19;2021;15;April;Monday;69,07
2021-04-19;2021;16;April;Monday;65,16
2021-04-19;2021;17;April;Monday;70,02
2021-04-19;2021;18;April;Monday;85,04
2021-04-19;2021;19;April;Monday;99,41
2021-04-19;2021;20;April;Monday;100
2021-04-19;2021;21;April;Monday;89,5
2021-04-19;2021;22;April;Monday;82,31
2021-04-19;2021;23;April;Monday;80,32
2021-04-20;2021;0;April;Tuesday;77,08
2021-04-20;2021;1;April;Tuesday;73,63
2021-04-20;2021;2;April;Tuesday;70,25
2021-04-20;2021;3;April;Tuesday;68,6
2021-04-20;2021;4;April;Tuesday;68,61
2021-04-20;2021;5;April;Tuesday;71,94
2021-04-20;2021;6;April;Tuesday;85,43
2021-04-20;2021;7;April;Tuesday;99,05
2021-04-20;2021;8;April;Tuesday;110,41
2021-04-20;2021;9;April;Tuesday;92
2021-04-20;2021;10;April;Tuesday;85
2021-04-20;2021;11;April;Tuesday;81,07
2021-04-20;2021;12;April;Tuesday;78,27
2021-04-20;2021;13;April;Tuesday;72,1
2021-04-20;2021;14;April;Tuesday;68,89
2021-04-20;2021;15;April;Tuesday;66,57
2021-04-20;2021;16;April;Tuesday;66,01
2021-04-20;2021;17;April;Tuesday;69,88
2021-04-20;2021;18;April;Tuesday;84,98
2021-04-20;2021;19;April;Tuesday;100
2021-04-20;2021;20;April;Tuesday;101,73
2021-04-20;2021;21;April;Tuesday;93,92
2021-04-20;2021;22;April;Tuesday;86,91
2021-04-20;2021;23;April;Tuesday;75
2021-04-21;2021;0;April;Wednesday;81,01
2021-04-21;2021;1;April;Wednesday;71,65
2021-04-21;2021;2;April;Wednesday;71,67
2021-04-21;2021;3;April;Wednesday;70,32
2021-04-21;2021;4;April;Wednesday;70,02
2021-04-21;2021;5;April;Wednesday;71,5
2021-04-21;2021;6;April;Wednesday;81,01
